time 0.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.981500e+02	
time 0.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.981500e+02	
time 1.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	6.580451e-19	5.438080e-15	4.200005e-30	2.672747e-38	2.700317e-30	9.066113e-25	3.031563e-26	4.501841e-40	3.925206e-11	1.097060e-28	5.738163e-30	1.896435e-33	6.251000e-49	6.035103e-14	1.105959e-34	3.020593e-26	1.785839e-33	2.494986e-36	2.297623e-52	3.708594e-60	8.359639e-52	4.126535e-52	4.153178e-52	2.614742e-59	4.184806e-30	1.854518e-26	1.811830e-16	4.875111e-26	2.962582e-50	4.607908e-50	1.381969e-40	2.242775e-40	1.732168e-55	-4.835628e-66	-4.949566e-76	4.994358e-61	1.781729e-45	3.382181e-56	1.781729e-45	1.376087e-60	-3.841570e-71	1.832038e-46	5.317354e-56	2.543863e-55	-2.664074e-67	-3.728838e-75	3.185664e-77	4.705996e-77	1.758188e-86	3.461847e-88	6.035103e-14	3.925206e-11	2.500210e-40	-8.406191e-64	-1.065680e-53	1.793305e-77	2.378886e-83	-6.970626e-68	3.471649e-49	-6.897467e-64	-5.328400e-54	1.571563e-133	4.200005e-30	7.730868e-72	-5.328400e-54	7.730868e-72	-5.328400e-55	-3.992469e-63	-5.328400e-54	-3.999044e-91	4.459396e-73	-2.514783e-76	-5.328400e-54	2.105669e-48	1.163890e-48	1.684153e-67	1.542937e-54	1.645344e-50	2.569874e-59	4.700186e-67	5.422392e-58	5.282652e-65	-6.889613e-87	8.771340e-61	3.983255e-68	3.575887e-17	3.603760e-15	6.085122e-79	-1.516749e-62	9.968975e-89	2.984000e+02	
time 2.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	1.316090e-18	1.087616e-14	8.400010e-30	5.345495e-38	5.400634e-30	1.813223e-24	6.063127e-26	9.003682e-40	7.850412e-11	2.194120e-28	1.147633e-29	3.792870e-33	1.250200e-48	1.207021e-13	2.211918e-34	6.041186e-26	3.571678e-33	4.989972e-36	4.595246e-52	7.417188e-60	1.671928e-51	8.253071e-52	8.306356e-52	5.229484e-59	8.369612e-30	3.709036e-26	3.623660e-16	9.750221e-26	5.925163e-50	9.215815e-50	2.763938e-40	4.485551e-40	3.464336e-55	-9.671255e-66	-9.899132e-76	9.988717e-61	3.563458e-45	6.764362e-56	3.563458e-45	2.752174e-60	-7.683140e-71	3.664076e-46	1.063471e-55	5.087727e-55	-5.328147e-67	-7.457677e-75	6.371328e-77	9.411993e-77	3.516377e-86	6.923694e-88	1.207021e-13	7.850412e-11	5.000419e-40	-1.681238e-63	-2.131360e-53	3.586610e-77	4.757772e-83	-1.394125e-67	6.943297e-49	-1.379493e-63	-1.065680e-53	3.143126e-133	8.400010e-30	1.546174e-71	-1.065680e-53	1.546174e-71	-1.065680e-54	-7.984938e-63	-1.065680e-53	-7.998087e-91	8.918793e-73	-5.029566e-76	-1.065680e-53	4.211338e-48	2.327781e-48	3.368305e-67	3.085873e-54	3.290687e-50	5.139747e-59	9.400371e-67	1.084478e-57	1.056530e-64	-1.377923e-86	1.754268e-60	7.966510e-68	7.151774e-17	7.207520e-15	1.217024e-78	-3.033497e-62	1.993795e-88	2.986500e+02	
time 3.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	1.783435e-18	1.658217e-14	1.466695e-29	8.429107e-38	9.065731e-30	3.130464e-24	1.053272e-25	1.718460e-39	1.190875e-10	3.420770e-28	1.989434e-29	6.632945e-33	2.411350e-48	1.833493e-13	3.491154e-34	1.049851e-25	6.283830e-33	1.149495e-35	1.331784e-51	2.631987e-59	3.376106e-51	1.671757e-51	1.679904e-51	1.063225e-58	1.457004e-29	6.445273e-26	5.532239e-16	1.691065e-25	1.239145e-49	1.994629e-49	5.276181e-40	7.236221e-40	3.577107e-54	-1.419675e-65	-1.600696e-75	9.360927e-60	7.696728e-45	6.549218e-55	7.696728e-45	3.060480e-59	-1.130421e-70	7.854507e-46	8.277780e-55	1.101572e-54	-7.641825e-67	-1.178229e-74	3.004905e-76	2.032303e-76	1.755668e-85	2.983809e-87	1.833493e-13	1.190875e-10	1.053399e-39	3.368146e-57	-3.259079e-53	1.457394e-76	2.277193e-82	1.101360e-64	1.477121e-48	-2.113796e-63	-1.629865e-53	4.246286e-133	1.466695e-29	4.567179e-66	-1.629256e-53	4.567179e-66	-1.629844e-54	-1.089151e-62	-1.629539e-53	-1.237277e-90	2.093566e-72	-7.619199e-76	-1.629256e-53	9.793774e-48	4.929069e-48	1.331568e-66	7.293919e-54	7.555198e-50	1.299143e-58	2.260274e-66	2.549374e-57	1.420630e-63	-2.406588e-86	2.124600e-59	1.229442e-66	1.092058e-16	1.098883e-14	6.000208e-78	-5.149525e-62	1.000569e-87	2.989000e+02	
time 4.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	1.864954e-18	2.283025e-14	2.511572e-29	1.234398e-37	1.468278e-29	5.278494e-24	1.791175e-25	3.280904e-39	1.623643e-10	4.909605e-28	3.373425e-29	1.138220e-32	4.657039e-48	2.506421e-13	5.120963e-34	1.786266e-25	1.087010e-32	2.611296e-35	3.503946e-51	7.596332e-59	6.836861e-51	3.395869e-51	3.407143e-51	2.167577e-58	2.484848e-29	1.096541e-25	7.636564e-16	2.869474e-25	2.594646e-49	4.306399e-49	1.007520e-39	1.101447e-39	1.299365e-53	-1.809477e-65	-2.445818e-75	3.363069e-59	1.658765e-44	2.361957e-54	1.658765e-44	1.120249e-58	-1.447915e-70	1.681645e-45	2.901232e-54	2.379052e-54	-9.246580e-67	-1.731227e-74	9.518644e-76	4.378814e-76	5.644623e-85	9.210903e-87	2.506421e-13	1.623643e-10	2.220468e-39	1.355076e-56	-4.512315e-53	4.416270e-76	7.241947e-82	4.436624e-64	3.141276e-48	-2.938246e-63	-2.257469e-53	4.401770e-133	2.511572e-29	1.837464e-65	-2.255017e-53	1.837464e-65	-2.257383e-54	-1.160107e-62	-2.256157e-53	-1.750743e-90	4.824286e-72	-1.036027e-75	-2.255017e-53	2.241043e-47	1.043851e-47	3.998126e-66	1.689403e-53	1.711883e-49	3.152932e-58	5.300676e-66	5.880994e-57	5.289198e-63	-4.122547e-86	7.839892e-59	4.624866e-66	1.507968e-16	1.512937e-14	1.922961e-77	-8.478020e-62	3.221037e-87	2.991500e+02	
time 5.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	1.946472e-18	2.907833e-14	3.556449e-29	1.625886e-37	2.029983e-29	7.426524e-24	2.529078e-25	4.843349e-39	2.056411e-10	6.398440e-28	4.757416e-29	1.613145e-32	6.902728e-48	3.179350e-13	6.750772e-34	2.522680e-25	1.545638e-32	4.073098e-35	5.676109e-51	1.256068e-58	1.029762e-50	5.119980e-51	5.134383e-51	3.271929e-58	3.512692e-29	1.548555e-25	9.740889e-16	4.047884e-25	3.950147e-49	6.618168e-49	1.487422e-39	1.479271e-39	2.241019e-53	-2.199280e-65	-3.290940e-75	5.790044e-59	2.547857e-44	4.068991e-54	2.547857e-44	1.934451e-58	-1.765409e-70	2.577840e-45	4.974685e-54	3.656531e-54	-1.085133e-66	-2.284225e-74	1.603238e-75	6.725325e-76	9.533578e-85	1.543800e-86	3.179350e-13	2.056411e-10	3.387537e-39	2.373337e-56	-5.765551e-53	7.375145e-76	1.220670e-81	7.771888e-64	4.805431e-48	-3.762696e-63	-2.885073e-53	4.557255e-133	3.556449e-29	3.218211e-65	-2.880778e-53	3.218211e-65	-2.884923e-54	-1.231063e-62	-2.882775e-53	-2.264210e-90	7.555005e-72	-1.310134e-75	-2.880778e-53	3.502708e-47	1.594795e-47	6.664684e-66	2.649414e-53	2.668246e-49	5.006720e-58	8.341079e-66	9.212613e-57	9.157767e-63	-5.838506e-86	1.355518e-58	8.020290e-66	1.923879e-16	1.926991e-14	3.245902e-77	-1.180651e-61	5.441506e-87	2.994000e+02	
time 6.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	2.031264e-18	3.587260e-14	5.127185e-29	2.119918e-37	2.793133e-29	1.054779e-23	3.621572e-25	7.614682e-39	2.515280e-10	8.189542e-28	6.793512e-29	2.330359e-32	1.099336e-47	3.897779e-13	8.766931e-34	3.613382e-25	2.242690e-32	6.147351e-35	9.430158e-51	2.316833e-58	1.718703e-50	8.557501e-51	8.575503e-51	5.503761e-58	3.968157e-29	2.217886e-25	1.203992e-15	5.275575e-25	6.767875e-49	1.170381e-48	2.335226e-39	-2.529941e-39	3.215401e-53	-2.605375e-65	-4.494164e-75	7.745303e-59	-7.408417e-45	5.549380e-54	-7.408417e-45	2.786817e-58	-2.112365e-70	4.508749e-45	4.302205e-54	6.467196e-54	-1.248714e-66	-3.034902e-74	5.069295e-75	1.213572e-75	3.290127e-84	4.657418e-86	3.897779e-13	2.515280e-10	5.807047e-39	1.216393e-56	-7.202989e-53	2.059687e-75	3.961003e-81	5.720395e-64	8.328528e-48	-4.804506e-63	-3.602921e-53	-2.157148e-132	5.127185e-29	1.117310e-64	-3.599227e-53	1.117310e-64	-3.603341e-54	-1.252151e-62	-3.601494e-53	-2.875448e-90	1.449464e-71	-1.607789e-75	-3.599227e-53	6.525137e-47	2.745874e-47	1.338686e-65	5.023480e-53	4.936252e-49	1.001143e-57	1.611394e-65	1.735845e-56	1.410477e-62	-8.751021e-86	2.012418e-58	1.318603e-65	2.379575e-16	2.377240e-14	1.082796e-76	-1.700537e-61	1.877267e-86	2.996500e+02	
time 7.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	2.117729e-18	4.294631e-14	6.966953e-29	2.666413e-37	3.659343e-29	1.416698e-23	4.895476e-25	1.100449e-38	2.987502e-10	1.013529e-27	9.163226e-29	3.171529e-32	1.602787e-47	4.639488e-13	1.098075e-33	4.885340e-25	3.061722e-32	8.534937e-35	1.399351e-50	3.666313e-58	2.583057e-50	1.287161e-50	1.289345e-50	8.312417e-58	4.130789e-29	2.998396e-25	1.443856e-15	6.528479e-25	1.033368e-48	1.820856e-48	3.371250e-39	-8.783576e-39	4.206528e-53	-3.019805e-65	-5.880593e-75	9.459228e-59	-6.166913e-44	6.913816e-54	-6.166913e-44	3.658710e-58	-2.474393e-70	6.969021e-45	2.224895e-54	1.006224e-53	-1.413882e-66	-3.886714e-74	9.975352e-75	1.911360e-75	6.623435e-84	9.045395e-86	4.639488e-13	2.987502e-10	8.867310e-39	-1.053393e-56	-8.734666e-53	3.906912e-75	7.849301e-81	9.130204e-65	1.280266e-47	-5.957517e-63	-4.366937e-53	-6.114732e-132	6.966953e-29	2.249133e-64	-4.365096e-53	2.249133e-64	-4.368254e-54	-1.247725e-62	-4.367333e-53	-3.536705e-90	2.358756e-71	-1.917491e-75	-4.365096e-53	1.044838e-46	4.203984e-47	2.218390e-65	8.120980e-53	7.875300e-49	1.662816e-57	2.630794e-65	2.796725e-56	1.960350e-62	-1.227570e-85	2.712993e-58	1.925747e-65	2.855625e-16	2.846008e-14	2.161221e-76	-2.316112e-61	3.778811e-86	2.999000e+02	
time 8.000000e+00	1.003878e+00	6.284531e-01	4.164694e-01	2.206679e-18	5.026199e-14	9.090583e-29	3.263961e-37	4.618893e-29	1.828074e-23	6.355232e-25	1.516454e-38	3.470870e-10	1.222189e-27	1.187220e-28	4.144266e-32	2.228745e-47	5.400821e-13	1.338004e-33	6.343010e-25	4.010466e-32	1.154660e-34	1.995294e-50	5.564829e-58	3.705425e-50	1.847552e-50	1.850133e-50	1.198942e-57	4.519728e-29	3.893156e-25	1.692403e-15	8.062531e-25	1.501910e-48	2.702056e-48	4.642566e-39	-1.474379e-38	5.609004e-53	-3.395360e-65	-7.332623e-75	1.196776e-58	-1.142390e-43	8.899476e-54	-1.142390e-43	4.876459e-58	-2.804783e-70	1.026762e-44	3.325253e-55	1.493822e-53	-1.564869e-66	-4.758692e-74	1.976451e-74	2.881517e-75	1.398393e-83	1.763612e-85	5.400821e-13	3.470870e-10	1.289376e-38	-3.166773e-56	-1.032148e-52	7.290917e-75	1.580896e-80	-3.268261e-64	1.875652e-47	-7.169774e-63	-5.158688e-53	-1.495679e-131	9.090583e-29	3.181990e-64	-5.158347e-53	3.181990e-64	-5.160913e-54	-1.261599e-62	-5.160742e-53	-4.221697e-90	3.689802e-71	-2.231705e-75	-5.158347e-53	1.599699e-46	6.132083e-47	3.539662e-65	1.257745e-52	1.200203e-48	2.660148e-57	4.124660e-65	4.314841e-56	2.717909e-62	-1.631719e-85	3.679993e-58	2.774687e-65	3.349493e-16	3.330810e-14	4.456368e-76	-3.012940e-61	7.968735e-86	3.001500e+02	
