0.000000e+00	-1.722791e-71	
1.000000e+00	4.512098e-82	
2.000000e+00	-2.707115e-84	
3.000000e+00	-2.601088e-82	
4.000000e+00	2.220946e-81	
5.000000e+00	-9.907745e-82	
6.000000e+00	-6.533941e-83	
7.000000e+00	9.018172e-86	
8.000000e+00	1.903526e-86	
9.000000e+00	1.986054e-85	
1.000000e+01	-1.650755e-85	
1.100000e+01	1.313256e-86	
1.200000e+01	2.254195e-85	
1.300000e+01	-1.748804e-85	
1.400000e+01	3.219619e-86	
1.500000e+01	-2.115160e-85	
1.600000e+01	1.234322e-85	
1.700000e+01	6.956620e-86	
1.800000e+01	-2.821690e-85	
1.900000e+01	2.904403e-85	
2.000000e+01	-1.318590e-85	
2.100000e+01	-2.709287e-86	
2.200000e+01	3.330023e-85	
2.300000e+01	-5.255505e-85	
2.400000e+01	2.770573e-85	
2.500000e+01	2.784128e-85	
2.600000e+01	-5.684308e-85	
2.700000e+01	6.158630e-85	
2.800000e+01	-5.170986e-85	
2.900000e+01	-1.964326e-85	
3.000000e+01	1.130311e-84	
3.100000e+01	-1.279656e-84	
3.200000e+01	4.746345e-85	
3.300000e+01	1.251025e-85	
3.400000e+01	-1.225049e-84	
3.500000e+01	2.045038e-84	
3.600000e+01	-1.248294e-84	
3.700000e+01	-1.090052e-84	
3.800000e+01	2.690606e-84	
3.900000e+01	-2.437137e-84	
4.000000e+01	1.961813e-84	
4.100000e+01	5.678211e-85	
4.200000e+01	-4.340722e-84	
4.300000e+01	5.475456e-84	
4.400000e+01	-2.034844e-84	
4.500000e+01	-1.787591e-84	
4.600000e+01	4.564315e-84	
4.700000e+01	-7.791732e-84	
4.800000e+01	5.394204e-84	
4.900000e+01	3.897570e-84	
5.000000e+01	-1.188721e-83	
5.100000e+01	1.082338e-83	
5.200000e+01	-7.225100e-84	
5.300000e+01	-1.678387e-84	
5.400000e+01	1.627173e-83	
5.500000e+01	-2.271238e-83	
5.600000e+01	1.540209e-83	
5.700000e+01	2.241663e-83	
5.800000e+01	-3.615674e-83	
5.900000e+01	-1.146277e-82	
6.000000e+01	-6.676999e-83	
